94.19,N
64.87,N
73.77,W
20.5,N
39.8,N
55.07,W
6.19,W
32.58,W
76.95,W
26.46,N
25.99,N
95.67,N
62.88,W
89.27,N
45.86,N
58.4,N
1.26,N
67.98,N
69.58,W
30.45,W
74.87,N
25.4,W
10.94,W
60.85,W
79.69,N
19.81,W
66.83,W
39.01,W
22.76,W
30.73,N
89.58,W
51.59,N
24.02,N
91.27,W
48.9,W
94.16,N
22.2,N
20.67,N
89.94,N
16.82,W
77.05,W
51.71,N
2.41,N
21.3,N
82.94,W
88.87,W
86.19,N
49.38,N
64.44,N
62.94,N
64.55,N
28.16,W
3.01,N
50.76,W
14.76,W
75.24,N
58.42,W
56.31,W
7.39,W
29.35,W
12.71,W
23.82,N
86.96,W
53.26,N
40.89,N
15.79,N
19.2,N
69.18,W
46.49,N
59.21,N
96.41,N
27.94,W
35.5,N
39.01,N
19.73,W
93.46,W
63.61,W
8.96,N
76.17,W
0.93,W
51.15,W
76.2,W
93.68,N
38.0,W
65.83,W
82.43,N
63.02,N
76.8,W
5.34,W
1.26,W
69.67,N
49.23,N
82.94,W
71.22,W
96.74,N
95.99,W
23.17,W
0.73,W
87.23,W
55.33,W
72.62,N
8.92,N
52.41,N
16.51,W
86.22,W
35.54,W
95.89,W
27.2,N
26.75,N
17.06,W
16.74,N
32.6,N
66.9,N
28.75,N
6.18,N
0.98,W
63.7,N
41.33,N
28.68,W
30.92,W
10.3,N
73.25,W
2.01,W
18.48,W
62.41,N
40.27,W
20.22,W
9.5,W
38.68,N
20.59,N
78.92,N
25.43,N
56.3,W
0.86,N
30.14,N
87.02,N
56.21,W
60.68,N
64.75,W
93.62,W
34.91,W
37.84,N
88.37,W
53.85,N
30.88,N
7.35,W
7.48,N
76.94,W
37.55,N
35.18,N
7.93,W
67.47,W
73.37,W
34.19,W
0.76,W
69.89,N
14.97,W
15.21,W
73.79,N
67.25,N
89.36,N
76.95,N
53.67,W
46.03,W
23.17,N
54.87,W
59.38,W
64.43,W
10.8,N
70.23,N
74.22,W
9.09,W
67.01,N
59.23,N
66.8,N
37.56,N
65.84,W
44.44,N
83.82,W
20.71,W
59.22,N
29.27,W
51.24,W
27.88,N
73.92,W
18.71,N
37.28,N
59.71,N
48.56,N
1.44,W
79.61,N
37.86,N
53.37,N
62.42,N
67.09,W
44.64,N
99.37,W
61.43,W
35.89,W
28.58,W
9.85,N
63.45,N
87.73,N
82.42,W
29.28,W
95.73,W
47.8,W
75.91,N
11.74,W
81.18,N
7.63,N
64.55,W
94.99,W
47.14,N
16.62,W
51.53,W
35.75,W
43.48,N
60.65,N
75.6,W
68.17,W
47.85,W
75.56,N
78.48,W
30.58,W
91.28,N
1.06,W
14.72,N
45.82,N
70.29,N
16.39,N
81.71,W
32.69,N
57.0,W
33.86,N
76.91,N
2.28,N
80.5,W
39.72,W
61.39,W
71.12,N
67.95,N
66.1,W
1.26,N
63.07,W
69.39,N
97.53,W
99.81,W
47.4,N
25.19,W
16.5,W
33.69,W
90.9,W
49.59,W
3.55,N
55.23,W
32.59,W
11.78,N
25.81,N
24.54,W
75.65,W
0.99,W
34.5,W
32.46,W
25.76,W
14.54,N
12.66,W
35.38,W
94.69,N
99.37,W
88.86,N
60.72,N
12.36,W
16.66,N
3.78,N
10.05,N
54.23,W
5.23,W
68.8,N
80.96,N
10.54,N
18.45,W
43.16,W
66.78,N
83.3,W
50.21,N
41.1,W
28.92,W
84.51,W
72.48,W
69.36,W
49.19,N
16.95,N
14.16,W
58.49,W
67.82,W
83.09,N
22.78,N
81.47,N
47.26,W
67.91,C
51.21,C
3.47,C
38.6,C
20.26,C
26.65,C
14.79,C
87.49,C
53.55,C
25.71,C
24.75,C
73.06,C
38.44,C
43.48,C
20.11,C
65.67,C
51.89,C
60.04,C
13.32,C
26.26,C
90.62,C
48.07,C
39.04,C
34.05,C
11.97,C
97.97,C
52.07,C
53.69,C
2.66,C
25.65,C
43.49,C
6.42,C
89.82,C
44.64,C
79.42,C
55.01,C
4.46,C
19.02,C
37.75,C
81.3,C
93.25,C
55.85,C
23.27,C
54.6,C
13.0,C
4.21,C
26.8,C
52.57,C
35.32,C
25.28,C
96.48,C
54.57,C
79.16,C
60.66,C
92.05,C
32.26,C
32.63,C
10.32,C
2.55,C
12.28,C
17.54,C
13.64,C
72.17,C
23.87,C
46.84,C
83.5,C
90.65,C
64.08,C
59.25,C
78.74,C
58.25,C
10.34,C
82.64,C
38.14,C
1.35,C
50.35,C
26.76,C
4.25,C
29.35,C
93.37,C
65.58,C
51.61,C
86.43,C
49.26,C
49.0,C
13.34,C
24.15,C
43.41,C
24.34,C
20.64,C
5.48,C
27.91,C
60.0,C
7.33,C
23.94,C
70.74,C
99.34,C
90.08,C
4.53,C
79.54,C
