64.06,W
7.3,W
13.51,C
39.66,N
3.69,W
17.64,W
,
31.32,C
80.29,N
60.88,N
34.17,N
55.16,C
55.67,N
21.13,W
45.21,C
50.92,W
14.36,W
99.51,W
68.31,W
46.86,N
84.97,C
38.81,N
2.02,W
28.15,W
45.1,C
90.37,C
72.35,W
11.99,W
62.04,W
7.91,W
47.76,W
,
45.0,N
6.14,N
25.54,C
,
84.55,N
1.6,W
75.68,C
95.15,C
44.97,W
52.3,N
92.92,N
51.02,C
40.11,W
35.01,N
78.66,N
94.47,W
50.42,W
1.49,W
9.38,N
34.64,W
,
63.53,C
72.04,W
34.97,W
76.78,C
77.0,W
39.56,N
53.86,N
,
70.71,N
43.95,N
,
80.92,W
33.42,C
73.99,N
84.76,W
2.23,W
85.76,N
49.73,N
14.99,W
72.94,W
82.23,W
54.14,N
34.19,C
99.05,C
15.77,W
55.67,W
79.78,N
55.84,C
85.45,N
81.77,W
78.0,W
92.95,N
,
16.72,C
22.87,C
51.32,W
90.38,C
25.82,W
90.38,W
39.33,W
87.15,W
,
,
72.75,C
50.91,W
71.56,N
29.69,N
47.05,W
59.46,W
,
83.9,C
68.38,C
36.72,C
3.44,N
93.91,N
29.7,N
27.72,W
,
,
,
,
8.65,W
30.48,N
48.26,N
30.44,N
67.68,W
89.06,W
41.9,W
14.5,N
39.96,C
54.97,W
,
,
96.6,W
71.55,W
5.85,W
62.49,W
62.91,W
47.98,N
18.98,C
26.04,W
4.48,W
51.05,N
94.65,N
43.69,C
99.12,C
17.89,W
18.95,C
26.79,W
80.11,W
71.02,N
42.62,W
55.25,C
,
67.12,C
14.79,W
96.79,N
38.09,N
99.03,N
51.2,W
65.95,W
71.51,C
57.36,N
,
,
11.9,N
59.96,C
41.24,C
78.38,N
52.19,W
50.23,C
87.98,C
30.09,W
52.05,C
97.9,N
59.14,W
76.52,W
79.95,C
5.0,C
45.29,N
34.51,N
94.59,W
51.92,N
45.28,W
12.03,W
,
8.63,N
14.23,C
28.11,C
95.56,N
85.36,C
61.61,N
96.01,N
23.22,W
5.27,W
16.14,N
15.81,W
55.19,C
10.3,W
48.11,C
4.97,N
21.91,C
15.88,N
94.76,C
12.69,W
,
31.08,N
5.29,W
68.59,W
36.98,W
98.93,N
64.24,N
52.24,W
44.64,W
0.16,N
47.14,W
13.12,W
7.56,N
43.15,C
76.6,N
55.43,W
31.19,N
31.3,N
58.04,W
57.62,W
58.71,W
91.64,N
31.43,W
,
73.28,N
87.49,N
86.5,W
32.76,W
59.94,N
90.37,W
63.58,N
29.98,N
71.23,W
30.76,W
21.86,C
9.49,C
79.36,W
17.32,N
70.97,W
34.19,N
38.96,C
96.59,W
88.3,W
87.28,W
,
11.92,W
31.01,W
0.95,C
58.77,C
48.62,W
1.35,W
45.38,N
5.66,N
,
47.12,W
55.22,N
,
78.46,W
88.84,W
44.69,C
61.74,C
64.39,W
96.06,N
85.92,N
,
74.05,N
35.56,W
14.95,W
,
88.28,W
25.99,W
23.36,N
77.11,C
90.28,W
45.38,W
52.29,N
93.14,N
32.12,N
7.74,C
77.39,W
49.66,N
55.29,W
86.63,C
88.08,C
7.3,N
,
72.65,W
54.37,W
40.91,C
79.49,N
79.96,W
81.24,W
53.89,N
,
65.99,C
92.02,W
64.31,C
63.38,W
28.48,W
,
96.88,W
99.2,N
18.46,W
11.37,W
4.11,N
27.42,C
60.12,C
81.92,C
13.34,W
62.02,C
,
83.67,C
80.65,C
,
17.81,W
66.37,N
26.87,C
6.58,C
17.93,W
,
24.35,W
77.36,C
57.64,N
75.08,W
,
84.94,W
64.71,W
13.73,N
40.15,C
74.44,N
24.04,N
99.37,C
69.89,C
73.36,N
5.37,N
21.59,C
,
96.15,N
,
43.93,N
40.67,W
20.82,W
,
52.63,N
77.83,W
75.02,N
58.41,C
,
67.26,C
52.15,W
97.17,N
63.83,W
89.79,C
38.98,N
,
18.73,C
,
19.47,W
,
78.33,N
21.78,W
88.5,W
7.82,C
97.02,W
8.6,N
57.59,N
63.71,N
45.61,N
53.63,W
90.04,C
47.27,N
75.12,N
,
52.84,W
21.36,C
76.7,N
,
,
30.23,W
29.38,W
49.44,W
2.47,W
84.46,N
72.17,C
47.0,N
56.26,N
,
84.96,C
82.11,C
,
6.43,C
52.02,N
35.99,W
2.84,W
77.91,C
22.87,C
22.68,N
36.3,W
15.51,N
89.06,N
,
53.47,W
