24.24,N
46.36,N
14.08,W
91.56,N
60.37,N
32.3,W
29.81,N
90.45,N
62.31,W
17.28,W
1.2,W
52.99,W
2.41,N
15.05,N
74.85,W
48.69,W
50.63,N
37.35,W
60.6,W
7.39,N
10.71,W
78.85,W
15.99,W
3.61,W
19.62,W
5.42,N
60.35,W
27.16,N
6.49,W
86.89,N
31.34,N
44.06,N
72.63,N
1.8,N
62.57,N
10.55,N
1.18,W
42.43,W
91.48,W
76.54,N
5.54,N
54.66,W
84.46,W
20.03,N
26.01,W
55.49,N
63.5,N
47.19,W
82.11,N
57.28,N
89.55,N
19.4,N
48.38,W
94.69,W
55.59,W
63.61,W
4.86,W
88.03,N
12.96,W
62.42,N
93.71,N
92.31,N
66.23,W
21.36,W
6.17,W
73.42,W
19.13,W
32.33,N
18.56,N
23.97,N
87.95,N
11.68,W
13.28,N
43.27,N
36.06,W
13.34,N
41.06,W
72.19,W
75.55,W
66.59,W
58.88,W
80.77,W
14.19,W
28.94,N
31.08,N
29.98,W
81.21,N
73.95,W
82.4,W
96.09,W
74.01,W
99.99,W
59.42,W
71.97,W
63.76,N
7.7,W
92.45,N
80.8,W
22.35,W
8.57,W
26.88,W
21.63,W
70.89,N
16.19,W
32.67,W
87.1,N
33.09,W
83.74,N
0.46,W
15.81,W
70.0,W
32.98,N
64.96,N
57.17,N
11.35,N
84.9,N
55.15,W
63.31,W
42.41,N
94.9,N
23.24,N
76.16,W
74.82,W
41.93,N
85.66,N
87.44,N
16.58,N
3.06,W
34.23,W
29.35,N
64.56,W
33.33,N
70.77,W
57.39,N
20.54,W
3.36,N
43.04,N
10.18,W
18.73,N
70.18,N
8.6,N
34.35,N
39.52,W
55.13,N
99.49,N
71.1,N
83.63,N
56.08,N
12.32,N
92.33,W
90.65,N
54.51,W
12.75,N
15.82,W
18.99,W
87.14,N
79.94,W
79.13,W
25.83,W
99.47,W
16.87,N
94.92,W
58.94,W
75.7,N
61.27,N
13.02,N
73.2,W
40.93,W
22.78,N
65.75,N
94.34,N
53.84,N
47.49,W
74.46,N
83.3,W
33.33,N
97.51,W
2.55,W
30.12,W
81.36,W
40.78,W
53.13,N
31.39,N
34.43,W
84.06,W
57.26,N
14.35,N
53.49,N
69.04,W
84.34,W
64.9,W
15.29,N
75.45,W
1.9,W
87.43,W
54.46,W
70.53,N
59.73,W
47.07,N
16.84,N
63.1,C
29.42,C
1.56,C
81.3,C
3.74,C
59.43,C
29.53,C
74.82,C
15.08,C
78.27,C
93.19,C
69.99,C
73.22,C
78.65,C
45.1,C
46.04,C
41.54,C
41.79,C
4.92,C
85.81,C
30.21,C
99.23,C
48.53,C
18.61,C
46.08,C
39.19,C
81.85,C
85.61,C
43.55,C
32.61,C
48.22,C
70.96,C
88.55,C
9.9,C
77.58,C
57.66,C
86.06,C
42.27,C
74.1,C
70.95,C
54.22,C
98.74,C
13.77,C
13.62,C
14.26,C
17.44,C
89.54,C
60.18,C
38.46,C
90.99,C
69.54,C
31.99,C
97.38,C
3.67,C
19.44,C
34.13,C
2.73,C
15.78,C
92.24,C
93.85,C
79.54,C
35.83,C
73.82,C
50.87,C
18.22,C
59.82,C
47.79,C
6.01,C
53.41,C
8.58,C
24.79,C
71.66,C
3.84,C
40.81,C
90.64,C
58.38,C
28.46,C
1.39,C
84.45,C
19.37,C
62.38,C
67.37,C
33.09,C
51.95,C
47.06,C
80.16,C
53.15,C
28.56,C
5.73,C
95.28,C
77.76,C
37.71,C
47.63,C
17.75,C
75.79,C
3.35,C
84.65,C
21.42,C
1.21,C
67.72,C
75.0,F
34.83,F
56.97,F
46.88,F
89.03,F
43.79,F
68.64,F
65.28,F
11.16,F
90.72,F
93.64,F
91.48,F
5.84,F
5.64,F
52.4,F
81.54,F
10.06,F
32.01,F
26.49,F
82.91,F
60.61,F
0.18,F
43.43,F
14.84,F
46.96,F
24.37,F
33.5,F
93.13,F
75.96,F
12.45,F
77.52,F
21.32,F
41.88,F
22.46,F
37.13,F
18.85,F
82.27,F
69.89,F
74.04,F
86.25,F
41.84,F
4.48,F
36.22,F
98.19,F
20.9,F
47.24,F
84.32,F
63.56,F
57.69,F
7.89,F
7.96,F
87.7,F
93.18,F
57.85,F
19.61,F
20.87,F
34.98,F
98.37,F
55.14,F
82.65,F
17.01,F
76.44,F
96.6,F
16.83,F
38.92,F
96.75,F
55.95,F
17.18,F
29.98,F
36.47,F
55.9,F
18.08,F
84.96,F
83.19,F
44.57,F
81.82,F
46.6,F
99.23,F
77.52,F
7.8,F
59.74,F
25.32,F
22.24,F
66.12,F
90.53,F
28.79,F
65.31,F
81.93,F
33.2,F
1.63,F
24.89,F
87.37,F
50.9,F
16.33,F
55.01,F
82.0,F
66.8,F
58.88,F
48.44,F
15.8,F
